제목,언론사,날짜,본문,링크
"유럽서 BMW 제친 현대차, 제네시스로 '질주' 예고 | 서울경제",서울경제언론사 선정,입력,본문 추출 실패,https://www.sedaily.com/NewsView/1YXU31834J
"현대차·현대중, 신종코로나 대응 강화…주재원 가족 귀국 지원",연합뉴스,2020/01/29 15:43 송고2020년01월29일 15시43분 송고,"김근주기자구독구독중이전다음이미지 확대현대차 울산공장 정문에 배치된 열화상 카메라[현대차 제공. 재판매 및 DB 금지](울산=연합뉴스) 김근주 기자 = 신종 코로나바이러스 감염증인 '우한 폐렴'이 확산하면서 현대중공업과 현대자동차 등 울산 지역 대기업도 대응을 강화하고 있다.울산에 본사를 둔 현대중공업은 중국 출장자와 파견자, 주재원 가족 등을 즉시 귀국 조치했다고 29일 밝혔다.중국 주재원은 당분간 현지 재택근무를 하게 된다.현대중공업은 또 종합상황실을 설치했으며 회사 견학을 제한하고, 면회실과 사내 식당 등 곳곳에 손 소독제를 비치했다.사내 방송과 소식지를 통해 개인위생 관리와 예방 수칙도 지속해서 홍보하고 있다.현대중공업 관계자는 ""귀국 대상자 수가 많지는 않다""며 ""우한 방문자나 의심 증상자는 없는 것으로 파악하고 있다""고 말했다.현대자동차도 비상대응 종합상황실을 설치하고 우한 폐렴 대응 조치를 시행 중이다.주재원 가족 중 귀국 희망자에 대해 회사가 비용을 지원하고 있으며 그룹 차원에서 중국 출장을 별도 지침이 있을 때까지 금지했다.현대차 울산공장은 공장 모든 출입구와 사내 식당에 열화상 카메라를 배치했으며 외부인 공장 견학을 잠정 중단했다.youtube유튜브로 보기canto@yna.co.kr관련 뉴스[영상] 신종 코로나 답은 마스크가 아니었다?…물안경·헤어캡도 등장'신종코로나 숙주 우려' 박쥐·뱀 등 중국산 야생동물 반입 중단[영상] 사람도 차도 없이 텅빈 도로…'유령도시'처럼 변한 우한제보는 카카오톡 okjebo<저작권자(c) 연합뉴스,무단 전재-재배포, AI 학습 및 활용 금지>2020/01/29 15:43 송고2020년01월29일 15시43분 송고",http://yna.kr/AKR20200129130100057?did=1195m
"BTS, 현대차 '넥쏘' 타고 美 그래미 어워즈 참가 - 조선비즈",조선비즈언론사 선정,2020.01.27.,본문 추출 실패,https://biz.chosun.com/site/data/html_dir/2020/01/27/2020012700567.html?utm_source=naver&utm_medium=original&utm_campaign=biz
"SK證 ""현대차, 올해 신차투입 등 수익성 개선""",newsis,2025.04.05 (토),"투자의견 매수, 목표주가 17만5000원 유지[서울=뉴시스]현대차[서울=뉴시스] 강수윤 기자 = SK증권은 28일 현대차(005380)에 대해 올해 신차투입 등으로 수익성 개선이 기대된다고 밝혔다. 투자의견 '매수', 목표주가 17만5000원을 각각 유지했다.현대차의 지난해 4분기 실적은 매출액 27조9000억원, 영업이익 1조2436억원으로 각각 전년대비 10.5%, 148.2% 증가하며 시장의 기대치를 웃돌았다.권순우 SK증권 연구원은 ""자동차부문은 전반적인 도매판매 부진과 통상임금 관련 비용이 반영됐지만 매출액은 스포츠유틸리티(SUV) 중심의 믹스개선과 인센티브 축소, 환율 감소로 증가했으며, 영업이익은 믹스개선 효과(3180억원)와 우호적인 환율 영향(3520억원)에 힘입어 개선됐다""고 설명했다.그는 다만 영업 외에서는 지분법손익이 감소됨에 따라 중국 부진은 지속됐을 것으로 예상했다.권 연구원은 ""현대차의 올해 판매계획은 도매기준 457만6000대(전년대비 3.4% 증가)""라며 ""과거 대비 보수적으로 제시됐지만, SUV 중심의 믹스개선을 통한 평균판매단가(ASP)의 개선이 이를 상쇄할 전망""이라고 추정했다.이어 ""지난해 4분기 실적발표에서 중요한 포인트는 원가""라며 ""본업 회복을 가늠할 수 있는 매출 원가율은 83.0%로 전년 대비, 전분기 대비로 개선되며, 가동률 상승과 인센티브 등의 비용감소 효과가 점진적으로 반영되고 있음을 확인했다""고 분석했다.권 연구원은 그러면서 ""신차투입과 변경된 플랫폼의 확대를 통한 가동률 개선, 공용화 확대로 올해 수익성 개선의 가시성이 높아졌다""고 진단했다.◎공감언론 뉴시스[email protected]",http://www.newsis.com/view/?id=NISX20200128_0000899855&cID=10401&pID=10400
"[기자수첩]'응답하라 2003', 현대차 '사스'의 교훈",머니투데이,2020.01.30 06:00,"2020.01.30 06:00문서프린트글자크기글자크기조절가나다라마가나다라마가나다라마가나다라마가나다라마2003년 6월 정몽구 현대차그룹 회장(사진 왼쪽)이 베이징시 명예시민으로 선정돼 류치 베이징시 서기로부터 명예시민증과 기념메달을 전달받고 악수하는 모습. /사진=머니투데이DB17년 전 정몽구 현대차그룹 회장은 중국 정부로부터 한 통의 감사 편지를 받았다. 당시 중국 전역이 '사스'(SARS·중증급성호흡기증후군)로 어려움을 겪을 때 현대차그룹이 도움을 준 것에 대한 감사 표시였다.사스가 창궐했던 2003년은 현대차가 중국에 본격 진출한 지 얼마 되지 않은 시기였다. '쏘나타'를 현지에서 판매한 지 채 6개월도 안 돼 사스가 발발하며 현대차 중국 사업엔 먹구름이 드리워졌다.그러나 현대차는 현지 공장이 위치한 베이징시 사스 대책본부에 '쏘나타' 10대를 기증하며 사스 퇴치를 진심으로 도왔다. 공장 소독·방역을 철저히 해 직원들이 안심하고 일할 수 있는 '사스 청정구역'으로 만들기도 했다.이 덕분에 정 회장은 공로를 인정받아 베이징시 명예시민으로 추대됐다. 2003년 현대차 중국 판매 목표는 5만대였지만 사스가 창궐했는데 불구, 5만2128대를 팔았다.17년이 지난 2020년. 현대차는 또다시 중국 사업에서 '신종 코로나'라는 악재를 만났다. 2003년 막 중국에 진출했던 당시보다 이번 사태는 한결 어려워 보인다.바이러스 확산 속도도 사스 때보다 훨씬 빨라졌고, 중국 내 자동차 업체들의 경쟁도 더 심해졌다.현대차는 안전 보장과 사업 수행을 모두 해내기 위해 중국 주재원에게 긴급 재택근무를 지시했다. 현지 주재원 가족들은 모두 한국으로 귀국하라는 지침도 내렸다.동시에 현대차는 중국 내 신종 코로나 피해 복구를 위해 1500만위안(한화 25억3000만원) 규모의 의료물품과 지원금을 내놓았다. 한국 기업 중 처음으로 신종 코로나 지원을 약속한 것이다.현지에선 즉각 감사 인사가 쏟아졌다. 중국 누리꾼들은 한국 정부를 비롯한 현대차의 지원 소식에 ""우정의 손길에 감사한다""는 답글을 올렸다.현대차의 DNA에는 17년 전 사스를 극복한 기억이 분명히 자리 잡고 있는 것이다. 반드시 이겨내야 하는 최악의 사태를 통해 현대차에 대한 중국인들의 신뢰는 더 높아질 것이다.신종 코로나 사태의 극복은 이제 시작이다. 완전 퇴치까지 넘어야 할 산이 너무 많다. 하지만 현대차의 따뜻한 지원은 분명 '전화위복'의 단초가 될 것이다. 아버지가 17년 전 중국에서 받았던 감사 편지를 이제 아들 정의선 부회장이 다시 받는 장면은 그리 먼 일이 아니다.사진제공=이건희<저작권자 © ‘돈이 보이는 리얼타임 뉴스’ 머니투데이. 무단전재 및 재배포, AI학습 이용 금지>공감0%비공감0%이건희[email protected]기자의 다른기사머니투데이 주요뉴스계엄에 15.6조 팔아 치운 외인…파면·원화 강세로 돌아올까?지워지는 尹 흔적들…봉황기 내리고사진 태우더니 홈피도 중단대통령실이 윤석열 전 대통령 파면 이틀째를 맞아 대통령실 홈페이지와 소셜미디어(SNS) 등에서 윤 전 대통령의 흔적 지우기에 나섰다.  대통령실 홈페이지는 5일 오전 운영이 중단됐다. 이날 오후 3시 현재 대통령실 홈페이지에 접속하면 '현재 대통령실 홈페이지 서비스 점검 중입니다. 점검 기간 동안 홈페이지 서비스가 일시중단됩니다'라는 안내문만 나온다.    홈페이지는 윤 전 대통령 소개 및 '사실은 이렇습니다', '국정과제','카드뉴스' 등 메뉴 등으로 이뤄져 있으며, 그동안 윤 정부 정책을 알리는 창구 역할을 해왔다.  윤 전 대...尹 파면나경원, 관저서 尹과 차담…""어려운 시기에 역할 해줘 고맙다""조기대선김문수, 이르면 8일 대선출마 선언...""욕심 없지만 나라 이렇겐 안 돼""침체 공포""주먹구구식 관세율, 트럼프가 직접 선택한 것""PADO달러의 패권은 유지될 것인가?아빠 집 5억 싸게 샀는데…시가보다 싼 매입 증여세 내라?2차대전 핵무기 개발처럼…트럼프가 불 지핀 AI 패권 전쟁강호동이 샀던 그 건물, '166억' 매수자는 MC몽고작 한모금 마시고 목숨 잃었다…코코넛워터 비극, 왜?커피 즐겨 마셨더니 장 속에 '이런 균' 8배 더",http://news.mt.co.kr/mtview.php?no=2020012909105244293
"현대차, 中 우한에 25억원 상당 의료품·성금 전달",조선일보,A23면 1단,본문 추출 실패,https://news.chosun.com/site/data/html_dir/2020/01/29/2020012900282.html?utm_source=naver&utm_medium=original&utm_campaign=news
현대차 울산공장 정문에 배치된 열화상 카메라,연합뉴스,2020/01/29 15:51 송고2020년01월29일 15시51분 송고,"김근주기자구독구독중이전다음이미지 확대(울산=연합뉴스) 현대자동차 울산공장이 신종 코로나바이러스 감염증인 '우한 폐렴'에 대비해 29일 공장 정문에 열화상 카메라를 배치해 운영하고 있다. 2020.1.29 [현대차 제공. 재판매 및 DB 금지]canto@yna.co.kr제보는 카카오톡 okjebo<저작권자(c) 연합뉴스,무단 전재-재배포, AI 학습 및 활용 금지>2020/01/29 15:51 송고2020년01월29일 15시51분 송고",http://yna.kr/PYH20200129200000057?did=1196m
"현대차 월드랠리팀, 2020 WRC 첫 대회 몬테카를로 랠리 우승 | 서울경제",서울경제언론사 선정,입력,본문 추출 실패,https://www.sedaily.com/NewsView/1YXT5SEEX1
"BTS, 현대차 '넥쏘' 타고 美 그래미 어워즈 참가",스타뉴스,1분전,"/사진=현대자동차방탄소년단이 26일(현지 시간) 미국 LA스테이플스 센터에서 개최된 제62회 그래미 어워즈(Grammy Awards) 레드카펫 행사에 현대자동차 수소전기차 '넥쏘'를 타고 참석했다.미국 음반업계 최고 권위의 시상식인 그래미 어워즈에 방탄소년단이 수소 전기차 넥쏘를 타고 나타난 것은 현대차와 함께하는 새로운 수소 캠페인의 시작을 성공적으로 알리기 위한 것이다. 이를 위해 현대자동차는 넥쏘 5대를 방탄소년단에게 제공했다.현대차는 이날 넥쏘의 그래미 어워즈 깜짝 등장을 시작으로 미래 청정에너지 수소의 친환경성과 지속가능성을 전파하는 글로벌 수소 캠페인을 본격 시작한다고 밝혔다.또한 현대차는 새로운 수소 캠페인을 위해 방탄소년단을 '팰리세이드 글로벌 브랜드 홍보대사'에서 '현대자동차 글로벌 브랜드 홍보대사'로 격상시켰다.방탄소년단과 함께 하는 새로운 수소 캠페인은 'Because of You(당신을 위해서)'라는 슬로건 아래 펼쳐지며, 이는 현대자동차의 수소 에너지 기술은 고객 한사람, 한사람을 위해 진보하고 있다는 의미를 가지고 있다.현대차가 미래 에너지 '수소'의 중요성을 알리기 위해 방탄소년단과 손을 잡은 이유는 밀레니얼 세대에게는 다소 낯설 수 있는 ‘수소’에 대한 소통을 강화하고, 지속가능성에 대해 같이 고민하면서 이들과 함께 성장하기 위해서다.현대차 관계자는 ""방탄소년단과 함께 선보일 다양한 수소 캠페인을 통해 현대자동차 브랜드 지향점인 친환경과 지속가능성에 대해 밀레니얼 세대와 공감대를 형성하고 다양한 의견을 나눌 수 있을 것으로 기대한다""고 설명했다.",http://star.mt.co.kr/stview.php?no=2020012808203498660
"현대차 ""일꾼 없소?"" vs 르쌍쉐 ""일감 없소?""…생존 걸린 증산",한국경제언론사 선정,2020.01.28.,"강경주 기자기자 구독입력2020.01.28 13:28수정2020.01.28 15:34글자크기 조절기사 스크랩기사 스크랩공유공유댓글0댓글클린뷰클린뷰프린트프린트▽ 현대차, 그랜저·모하비 인기에 증산 전력▽ 신차 목마른 '르쌍쉐' 일감 지키기 총력▽ ""증산은 생존 문제, 합의 늦어질수록 손해""국내 완성차 업계가 일감을 두고 상황이 극명하게 엇갈리고 있다.현대기아차는 밀려드는 물량을 감당하지 못해 대기 수요가 길어지고 있지만, 르노삼성자동사, 쌍용자동차, 한국지엠 등 이른바 '르쌍쉐 3사'는 생산 절벽 앞에서 수주 일감을 애타게 찾고 있다.◆ 밀려드는 주문 감당 못하는 현대기아차현대자동차 본사 로비에 위치한 더 뉴 그랜저 [사진=강경주 한경닷컴 기자]28일 자동차 업계에 따르면현대차는 최근 그랜저 등 주력 차종에 대해 증산을 추진 중이다. 현재 더 뉴 그랜저는 현대차 충남 아산공장에서 월 9000대가량 생산 중이다. 밀려드는 주문을 따라잡기에는 부족한 수준이어서 현대차는 생산량을 20~30% 늘리는 방안을 검토 중이다.관건은 혼류 생산 조절이다. 이 공장에는 더 뉴 그랜저 이외에 쏘나타도 생산되고 있다. 현대차는 더 뉴 그랜저의 수요를 고려해 쏘나타 생산 비율을 줄일 것으로 예상된다. 주말 특근 등도 고려하고 있다.현대차 관계자는 ""그랜저 증산에 대해서는 노사가 이야기를 시작한 단계""라며 ""월 생산 대수 등의 수치는 아직 나오지 않았다""고 말했다.현대기아차가 증산을 논의 중인 차종은 더 뉴 그랜저뿐만이 아니다. 대형 스포츠유틸리티차량(SUV) 모하비와 소형 SUV 셀토스도 증산을 위한 논의에 돌입했다.기아차 관계자는 ""모하비 증산의 경우 경기도 화성 공장에서 혼류생산 비율을 조정해 기존 1700대 생산에서 2000대 이상 생산할 수 있도록 검토 중""이라며 ""모하비는 인기가 꾸준히 증산을 하게 될 것""이라고 내다봤다.셀토스 증산에 대해서도 언급했다. 같은 관계자는 ""셀토스는 론칭 초기에 증산 이야기가 한 번 나온 적이 있었다""며 ""현재 쏘울과 혼류생산을 하고 있는데, 이 역시 비율을 조절해 증산을 추진 중에 있다. 부품 수급을 검토 중""이라고 확인했다. 출고 적체 기간이 최대 6개월까지 늘어나기도 했던 팰리세이드에 추가 증산 가능성에 대해서는 결정된 게 없다고 선을 그었다.◆ 일감 사수 총력 '르쌍쉐'지난 16일 카허 카젬 한국지엠(GM) 사장(왼쪽부터)과 김성갑 한국지엠 노조 지부장 등 관계자들이 인천시 중구 파라다이스시티 크로마에서 열린 '쉐보레 트레일블레이저 공식 출시행사'에서 트레일블레이저를 공개했다. [사진=연합뉴스]현대기아차의 상황과는 대조적으로 르노삼성,쌍용차, 한국지엠은 생산 절벽에 맞닥뜨릴 위기에 처했다. 한국자동차산업협회 통계를 보면 이들 3개 업체는 지난해 생산이 전년에 비해 적게는 6%, 많게는 24% 쪼그라들었다.한국지엠은 40만9830대로 7.9% 줄었고, 르노삼성차는 16만4941대로 -23.5%, 쌍용차는 13만2994대로 -6.4%를 기록했다. 판매 부진과 수출 계약 만료로 일감 자체가 줄어든 탓이 컸다.르노삼성차는 수출용 닛산로그 생산이 올해 3월까지면 끝난다. 연 10만대에 달하던 생산 물량은 이미 작년에 35% 줄었다. 르노삼성차는 3월에 국내에 나올 신차 크로스오버 쿠페형 스포츠유틸리티차(SUV) XM3에 기대를 걸고 있다.쌍용차는 공장 라인을 다시 가동하려면 대주주 마힌드라가 추진하는 해외 업체와의 제휴 성사가 중요하다. 올해 예정된 신차가 없는 데다가 수출이 갑자기 큰 폭으로 늘기는 어렵기 때문이다. 장기적으로는 신차 연구개발을 위해 마힌드라가 공언한 투자 2300억원이 집행돼야 하지만 당장 이뤄지기는 상황이 녹록지 앟다.한국지엠은 그나마 사정이 낫다. 최근 소형 SUV 신차 트레일블레이저가 나오면서 숨통이 트였다. 신차 발표회장에는 김성갑 한국지엠 노조위원장이 참석해 달라진 분위기를 실감케 했다.◆ ""증산은 생존의 문제""7일 오전 경기 평택시 쌍용자동차 본사에서 김득중 금속노조 쌍용차지부장 등 해고자 46명이 첫 출근을 한 뒤 투쟁 구호를 외치고 있다. 쌍용차 해고자 46명은 지난해 7월 1일 노노사정 합의를 통해 재입사해 무급휴직을 하다 올해 1월 6일 복직할 예정이었다. 그러나 사측은 경영상의 어려움을 이유로 지난달 24일 이들에게 유급휴직을 통보했다. 이에 김 지부장 등 해고자들은 복직 무산의 책임은 사측에 있다며 기존 방침대로 이날 출근을 강행했다. [사진=연합뉴스]자동차 업계는 유연 생산을 위한 노사 협의가 오래 걸려 획기적인 증산이 어렵다고 분석한다. 현대차는 지난해 초부터 대형 SUV 팰리세이드가 폭발적인 인기를 끌자 기존 공장인 울산 4공장뿐만 아니라 울산 2공장에서도 물량을 대는 방안을 추진했었지만 애를 먹은 바 있다.특근비 감소를 우려한 4공장 노조원들의 반발로 진통을 겪다 7월에야 증산 합의를 봤기 때문이다. 팰리세이드는 원래 월 6240대를 생산하다 월 8600대, 월 1만대로 두 차례 증산 과정을 밟았다.노조도 업계의 어려움과 팰리세이드 교훈 등을 통해 증산의 필요성에 대해서는 일부분 공감하는 것으로 전해졌다. 다만 시간당 생산량(UPH) 조정과 특근 횟수 등을 놓고 이견을 보여 증산을 장담할 수 없는 상황이다.인기 모델에 대한 대응력을 높이고 대기 수요를 줄여 수익성을 확보하려는 현대기아차에게 증산은 필수다. 하지만 증산을 위해서는 단체협약에 따라 노조의 동의가 필수다. 노조와 줄다리기는 하는 동안 공급 적기를 놓칠 우려가 발생할 수 있다는 게 업계의 시각이다. 단협 규정에 따라 신차를 생산하거나 증산을 위해서는 매번 노조의 동의를 받아야 하는 노동시장의 경직성이 오히려 회사의 발목을 잡을 수 있다는 지적이 나온다.업계 관계자는 ""증산 합의가 늦어지면 손해는 고스란히 회사가 떠안을 수밖에 없다""며 ""증산은 생존의 문제다. 자동차 업계가 장기 불황으로 신음하는 상황에서 르쌍쉐 생산공장의 사정을 현대기아차 노조도 모르지 않을 것""이라고 말했다.강경주 한경닷컴 기자qurasoha@hankyung.com좋아요싫어요후속기사 원해요ⓒ 한경닷컴, 무단전재 및 재배포 금지한국경제 구독신청모바일한경 보기관련 뉴스1취가, 고스팅, 페이스펙, 삼일절…취업시장 신조어올해 취업시장이 냉랭한 가운데 취업대란의 모습을 반영하는 신조어가 취업준비생들 사이에 많이 회자됐다. 취업사이트 사람인이 조사한 신조어다. 남성들이 취업난을 겪으면서 취업대신 장가를 간다는 말로 ‘취가&r...2현대차 中주재원 가족 귀국 권고…삼성·SK·LG 등 출장 자제령'우한 폐렴'으로 불리는 신종 코로나바이러스 확진자가 2000명을 넘어서면서 국내 자동차 업계들도 비상 체제를 가동하고 있다. 직원들을 가장 많이 보낸 현대자동차그룹이 가장 적극적으로 주재원 및 가족 ...3[종합] ""KF마스크 동났다""…'폐렴' 공포에 마스크 400% '불티'# 신종 코로나바이러스 감염증('우한 폐렴')의 국내 네 번째 확진자가 나온 27일. 식품의약품안전처 인증 보건용 마스크를 구입하러 편의점 CU 서울 중림점을 찾은 30대 직장인 김민주(가명) 씨는 보...",https://www.hankyung.com/life/article/202001280531g
"현대차, '초당 2억' 슈퍼볼 광고로 '첨단기술 고급차' 이미지를 얻다",비즈니스포스트,2020.01.30.,본문 추출 실패,http://www.businesspost.co.kr/BP?command=article_view&num=161550
[현대차 떠난 엘리엇] 변화 불가피했던 지배구조개편 - 딜사이트,딜사이트,2020.01.29.,본문 추출 실패,https://www.paxnetnews.com/articles/56291
"현대차, 스페인서 6만5000대 판매 목표…지난해 감속폭 만회",에너지경제,2020.01.30.,"국회 “민감국가 지정, 원전산업에 중대한 영향 없을 것”",http://www.ekn.kr/news/article.html?no=478429
"현대차 월드랠리팀, 개막전 선두…2020 통합우승 향해 '순항'",연합뉴스,2020/01/27 10:58 송고2020년01월27일 10시58분 송고,"김동규기자구독구독중이전다음몬테카를로 랠리 '개막전'서 운전사·제조사 부문 동시 선두이미지 확대현대차 월드랠리팀, 2020 WRC 몬테카를로 랠리 우승(서울=연합뉴스) 23∼26일 개막전으로 치러진 2020 WRC 몬테카를로 랠리에서 우승을 차지한 현대자동차 월드랠리팀 티에리 누빌(상단 오른쪽)과 보조 드라이버 니콜라스 질술(상단 왼쪽) 선수가 우승 트로피를 들고 세레머니를 하고 있다. [현대자동차 제공, 재판매 및 DB 금지](서울=연합뉴스) 김동규 기자 = 현대자동차[005380]가 세계 최정상급 자동차 경주대회로 꼽히는 월드랠리챔피언십(WRC) 올해 대회에서 제조사와 운전자 부문 통합 우승을 향해 순항하고 있다.현대차는 23∼26일(현지시간) 모나코에서 열린 2020 WRC 시즌 첫 대회인 몬테카를로 랠리에서 운전자 부문 우승과 제조사 부문 선두를 동시에 차지했다고 27일 밝혔다.포뮬러원(F1) 대회와 자동차 경주대회 쌍벽을 이루는 WRC는 포장과 비포장도로를 가리지 않고 일반 도로에서 경기가 열리는 것이 특징으로, 올해는 26일까지 열리는 개막전에 이어 6개 대륙 13개국에서 11개월간 치러진다.개막전인 몬테카를로 랠리는 프랑스 알프스산맥 자락의 포장도로 16개 구간, 총 304.28km로 구성됐다. 이동거리 1천201.36km를 포함해 1천505.64km를 달리는 동안 눈이나 얼음으로 덮인 길이 종종 등장해 예측 불가한 코스로 유명하다.이미지 확대질주하는 현대차 i20 쿠페 WRC(서울=연합뉴스) 23∼26일 2020 WRC 개막전으로 치러진 몬테카를로 랠리에서 우승을 차지한 현대자동차 'i20 쿠페 WRC' 경주차가 얼어붙은 도로를 빠르게 달리고 있다. [현대자동차 제공, 재판매 및 DB 금지]현대 월드랠리팀은 티에리 누빌, 세바스티앙 로엡, 오트 타낙 등 3명의 선수가 i20 쿠페 WRC 경주차로 출전했다.누빌 선수는 랠리 마지막 날인 26일 도요타팀 세바스티앙 오지에 선수를 12.6초 차이로 따돌리고 운전자 부문 우승컵을 거머쥐었다. 이 승리는 현대팀 통산 15번째 우승이다.로엡 선수는 6위에 올라 제조사 포인트를 보탰다.현대 월드랠리팀은 총점 35점으로 도요타팀을 2점차로 앞서며 운전자·제조사 부문에서 모두 선두에 올라 올해 통합 우승 목표 달성을 위해 순조롭게 출발했다.지난해 현대팀은 제조사 부문에서 종합 우승했지만, 운전자 부문에서는 도요타 타낙 선수에게 챔피언 트로피를 내줬다. 누빌은 2위였다.현대팀은 작년 우승자 타낙 선수를 영입해 전력을 보강해 통합우승을 노리고 있고, 이런 전략이 적중하고 있다.WRC 연간 성적은 매 라운드 결과를 합산하는 방식으로 산정하며 운전자 부문은 1위부터 차등 부여하는 점수에 마지막 파워스테이지 추가 점수를 합산해 순위를 가른다. 제조사 부문 우승은 경기마다 팀에서 상위 2명의 점수를 누적 합산해 결정한다.dkkim@yna.co.kr제보는 카카오톡 okjebo<저작권자(c) 연합뉴스,무단 전재-재배포, AI 학습 및 활용 금지>2020/01/27 10:58 송고2020년01월27일 10시58분 송고",http://yna.kr/AKR20200127024400003?did=1195m
"국토교통부, 현대차·벤츠·포드 등 리콜",뉴스포스트,2020.01.30.,기자명이상진 기자입력 2020.01.30 17:19댓글 0,http://www.newspost.kr/news/articleView.html?idxno=75700
현대차 “이제는 양보다 질”···프리미엄·친환경차 집중,시사저널이코노미,2020.01.30.,자동차현대차 “이제는 양보다 질”···프리미엄·친환경차 집중,http://www.sisajournal-e.com/news/articleView.html?idxno=212831
현대차 모빌리티 시동…내달부터 동네택시 '셔클' 달린다,아시아경제,12면 TOP,"커뮤니티형 모빌리티 서비스 명칭 '셔클' 낙점11인승 쏠라티 개조차 6대 투입…대형 합승택시내달 중순 은평뉴타운부터 시범 서비스 개시특허청에 올라온 현대차 모빌리티 관련 상표(사진=특허청)AD원본보기 아이콘[아시아경제 김지희 기자] 현대자동차가 국내에서 첫선을 보이는 '커뮤니티형 모빌리티 서비스' 명칭으로 '셔클(Shucle)'을 낙점했다. 다음 달 셔클 시범 서비스가 개시되면 현대자동차그룹의 미래 모빌리티시장 공략에 탄력이 붙을 전망이다.29일 업계에 따르면 현대차는 다음 달 14일부터 서울 은평뉴타운 지역에서 셔클의 베타(시범) 서비스를 시작한다. 이에 앞서 이달 3일 특허청에 '셔클'을 상표로 출원한 상태다. 셔클은 카셰어링서비스업, 자동차운송업, 택시운송업, 카풀운송주선업 등 차량 공유 관련 지정상품으로 분류됐다.셔클은 현대차와 KST모빌리티(KSTM)가 협업하고 있는 인공지능(AI) 기술 기반의 수요 응답형 이동 서비스다. 쉽게 말해 애플리케이션으로 부르는 '동네 택시' 콘셉트다. 주거지ㆍ학교ㆍ지역 상점 등 생활 거점 안에서 자유로운 이동을 도와 근거리 이동의 편의성을 높이기 위한 목적으로 개발됐다. 현행법상 택시 합승이 금지돼 있지만 지난해 11월 과학기술정보통신부 ICT 규제 샌드박스 실증특례로 지정되면서 사업이 가능해졌다.우선 현대차는 11인승 미니버스 '쏠라티' 6대를 은평구 일부 지역에 투입한다. 서비스 지역에서 앱을 통해 차량을 호출하면 합승 형태로 승객을 태우고 내려주는 식이다. 이르면 이번 주부터 은평뉴타운 거주자를 대상으로 한 시범 사업 참가 신청을 받을 것으로 보인다.셔클의 가장 큰 특징은 AI 기술을 활용해 실시간 도로 상황과 이동 수요를 분석해 최적의 경로를 설정한다는 점이다. 차량을 호출하면 현재 이용자의 위치에서 가장 가까운 정류장이 안내되며, 도보 3분 거리 내 지점에서 승하차가 가능하다. 호출 이후 차량이 도착할 때까지 걸리는 시간과 목적지까지 걸리는 시간도 미리 확인할 수 있다.편리한 이동을 돕기 위한 지정좌석제도 제공된다. 유아 동반 탑승객의 경우 카시트 좌석으로 자동 배정이 이뤄진다는 점도 눈에 띄는 요소다. 아울러 현대차는 셔클을 이용 횟수에 제한이 없는 월 정액 요금제로 운영한다. 요금은 1인 기준 월 3만9000원 수준인 것으로 알려졌다.현대차는 은평뉴타운에서 3개월간 서비스를 시범 운영한 이후 서비스 지역을 확대할 가능성도 열어두고 있다. 여러 지역을 제안받아 후보군을 추릴 방침이다. 추후 실증 사업은 이번 실증 결과를 바탕으로 정부 및 지방자치단체와의 협의를 거쳐 추진된다.원본보기 아이콘업계에선 국내 최대 완성차업체인 현대차그룹이 한국 내에서 모빌리티 서비스의 첫발을 내디뎠다는 점에 이번 사업의 의미를 둔다. 현대차는 최근 '스마트 모빌리티 솔루션기업'으로의 전환을 선언하고 다각적인 노력을 기울이고 있다.특히 지난해 10월 국내 모빌리티 사업 법인 '모션' 설립을 통해 국내에서 본격적으로 사업을 추진하기 위한 구심점도 마련했다. 모션은 설립 후 첫 프로젝트로 차량 공유 분야에서 국내 렌터카업체들과의 협력 모델을 구축했다. 렌터카업체들에 자체 개발한 플랫폼과 앱을 제공하고 이를 통해 차량 위치, 상태 등의 데이터를 만들어 분석한다는 계획이다. 이 같은 플랫폼 기반 모빌리티 서비스는 셔클이 지향하는 수요 응답형 서비스와도 동일한 맥락이다. 앞서 현대차는 2025년까지 모빌리티 서비스 및 플랫폼에 1조8000억원을 투자하겠다는 청사진을 제시하기도 했다.업계 관계자는 ""폭스바겐 등 글로벌 완성차 업체들과 비교해 늦은 감은 있으나 현대차가 미래차 기술의 핵심인 데이터를 모을 수 있게 됐다는 점은 의미가 크다""며 ""차량공유 관련 규제들로 모빌리티 서비스 확대가 쉽지 않은 상황에서 현대차도 사업 영역을 넓히기 위한 다양한 방안을 지속적으로 고민할 것""이라고 말했다.김지희 기자 ways@asiae.co.krAD꼭 봐야할 주요뉴스""23년부터 추락 시작""…한국 '여권 파워' 세계 39...마스크영역[윤석열 파면]""민주주의가 이겼다""…탄핵촉구단체, 8000여명 도심에 모여 자축유시민 ""이재명, 대통령 가능성 상당…檢 유혹만 안 넘어가면 돼""술 두 캔 슬쩍하려다 '발각'…잡고 보니 프로야구 350승 전설 투수[일본人사이드]'친구랑은 좀…' 혼자만, 밤 중에만 먹는다는 '피자' 뭐길래<ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>",https://view.asiae.co.kr/article/2020012911345283868
